"seqnames","idx","start","end","BG","Log2FC","FDR.x","Significant_Peak_Name","idxATAC","idxRNA","Correlation","FDR.y","VarQATAC","VarQRNA","geneName","pass_corr","pass_link_fdr","pass_peak_fdr","pass_log2fc","is_significant","peak_id"
"chr19",6060,21022983,21023483,1.20146946527419,1.20146946527419,2.33207604297007e-05,"chr19_21022983_21023483",245770,10224,-0.648864142896718,5.26041852300401e-59,0.968679092088761,0.791426833263138,"ZNF431",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_21022983_21023483"
"chr16",4475,30715679,30716179,0.544064682628801,0.544064682628801,0.0296062809772085,"chr16_30715679_30716179",215141,7656,-0.648058617325375,8.18231872975922e-59,0.987266479632892,0.612710000467968,"ZNF688",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_30715679_30716179"
"chr8",3206,37591295,37591795,0.624809456244665,0.624809456244665,0.00493296812921209,"chr8_37591295_37591795",124931,19202,0.615019756353467,2.08107464859919e-51,0.670530581472057,0.359726706911882,"ZNF703",TRUE,TRUE,TRUE,TRUE,TRUE,"chr8_37591295_37591795"
"chr12",6184,54432323,54432823,2.18203357374164,2.18203357374164,7.91386292686356e-14,"chr12_54432323_54432823",178230,4837,0.592041105032575,9.27804051364317e-47,0.770843754304314,0.768683607094389,"ZNF385A",TRUE,TRUE,TRUE,TRUE,TRUE,"chr12_54432323_54432823"
"chr10",3698,31128454,31128954,1.35070426039753,1.35070426039753,0.0134167226642387,"chr10_31128454_31128954",148644,2329,0.589214357802289,3.26843055087352e-46,0.523654697954952,0.944826617998035,"ZNF438",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_31128454_31128954"
"chr19",10910,51651386,51651886,0.999029124636332,0.999029124636332,2.33207604297007e-05,"chr19_51651386_51651886",250620,10851,0.580830935091949,1.2686693477207e-44,0.884546515589773,0.581824137769666,"ZNF577",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_51651386_51651886"
"chr20",6285,53643066,53643566,0.674374343082007,0.674374343082007,0.0128837014789698,"chr20_53643066_53643566",258100,12943,-0.569345704988507,1.60426597613521e-42,0.95489441290968,0.791941597641443,"ZNF217",TRUE,TRUE,TRUE,TRUE,TRUE,"chr20_53643066_53643566"
"chr8",3218,37691268,37691768,1.47927167090705,1.47927167090705,0.000441115489279135,"chr8_37691268_37691768",124943,19202,0.555046423885648,5.10467686936902e-40,0.701967479321169,0.359726706911882,"ZNF703",TRUE,TRUE,TRUE,TRUE,TRUE,"chr8_37691268_37691768"
"chr16",4607,31113593,31114093,0.698894099671454,0.698894099671454,0.037848624544344,"chr16_31113593_31114093",215273,7678,0.546484689975146,1.41103080224776e-38,0.851703239743952,0.568065889840423,"ZNF646",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31113593_31114093"
"chr16",1001,3256420,3256920,1.74500095071852,1.74500095071852,0.0098149942568026,"chr16_3256420_3256920",211667,7387,0.535143034452148,9.86459960160776e-37,0.533510217988589,0.287566100425851,"ZNF205",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_3256420_3256920"
"chr7",7948,99380005,99380505,0.999868081110873,0.999868081110873,8.02234041679501e-11,"chr7_99380005_99380505",115865,18544,-0.531465536353936,3.77926620731893e-36,0.942429119273903,0.768777200617717,"ZNF394",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_99380005_99380505"
"chr17",2448,15651569,15652069,0.730638509079906,0.730638509079906,0.0037147257203789,"chr17_15651569_15652069",223070,8366,-0.52325987541705,7.11871171176607e-35,0.899219242730693,0.583555617951238,"ZNF286A",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_15651569_15652069"
"chrX",5469,130082178,130082678,1.17085771174973,1.17085771174973,3.06045206142256e-06,"chrX_130082178_130082678",274610,21175,0.522720424690319,8.61278347904363e-35,0.952255641823072,0.675932425476157,"ZNF280C",TRUE,TRUE,TRUE,TRUE,TRUE,"chrX_130082178_130082678"
"chr7",7949,99380834,99381334,0.799711183339104,0.799711183339104,0.0441979156253098,"chr7_99380834_99381334",115866,18543,-0.510883582515961,5.12465365618211e-33,0.9970458812698,0.78412653844354,"ZNF789",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_99380834_99381334"
"chr12",6182,54428483,54428983,0.827382523729227,0.827382523729227,0.0268005365461627,"chr12_54428483_54428983",178228,4837,0.489475913171557,5.57749439436473e-30,0.843094611542449,0.768683607094389,"ZNF385A",TRUE,TRUE,TRUE,TRUE,TRUE,"chr12_54428483_54428983"
"chr8",3195,37561805,37562305,1.5599856208298,1.5599856208298,0.0247582199439895,"chr8_37561805_37562305",124920,19202,0.481518193332064,6.62083494218879e-29,0.201231668152788,0.359726706911882,"ZNF703",TRUE,TRUE,TRUE,TRUE,TRUE,"chr8_37561805_37562305"
"chr19",8521,42450292,42450792,0.760052750777768,0.760052750777768,0.0469012475971421,"chr19_42450292_42450792",248231,10522,-0.480589981103381,8.79485523429364e-29,0.986983754159327,0.493752632317844,"ZNF526",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_42450292_42450792"
"chr5",4125,72618738,72619238,2.65973110096806,2.65973110096806,0.0036235665823492,"chr5_72618738_72619238",81187,16207,0.479992994099142,1.05512621607892e-28,0.288296615268625,0.30460012167158,"ZNF366",TRUE,TRUE,TRUE,TRUE,TRUE,"chr5_72618738_72619238"
"chr1",3907,23444003,23444503,0.82003961427044,0.82003961427044,0.0142102024661167,"chr1_23444003_23444503",3907,321,0.479503972368539,1.22468555933747e-28,0.755127117722538,0.347278768309233,"ZNF436",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_23444003_23444503"
"chr1",4841,26553863,26554363,1.51181670301695,1.51181670301695,0.000114647740872547,"chr1_26553863_26554363",4841,377,0.468660609442495,3.13925368591111e-27,0.880943578144596,0.785858018625111,"ZNF683",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_26553863_26554363"
"chr15",7854,90571028,90571528,0.643516697226051,0.643516697226051,0.0051715269914028,"chr15_90571028_90571528",209629,7176,0.462497747999367,1.88313484029733e-26,0.905986530668464,0.319902662735739,"ZNF774",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_90571028_90571528"
"chr16",4819,31880409,31880909,0.874773967216732,0.874773967216732,0.0493179382151824,"chr16_31880409_31880909",215485,7701,0.460919663068483,2.96202360008741e-26,0.901176572932298,0.979830595722776,"ZNF267",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31880409_31880909"
"chr1",3899,23402154,23402654,0.756690583143866,0.756690583143866,0.02468708223641,"chr1_23402154_23402654",3899,321,0.45910456065026,4.9695053836652e-26,0.818225643925389,0.347278768309233,"ZNF436",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_23402154_23402654"
"chr19",6066,21084282,21084782,1.38005970526741,1.38005970526741,0.0417372417669642,"chr19_21084282_21084782",245776,10224,-0.459042011802842,5.05905870964007e-26,0.759893579232002,0.791426833263138,"ZNF431",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_21084282_21084782"
"chr2",7477,71277453,71277953,0.937783584160656,0.937783584160656,0.0485861448734402,"chr2_71277453_71277953",34471,11500,-0.454731499371039,1.71023640811413e-25,0.687385369319212,0.922504562684262,"ZNF638",TRUE,TRUE,TRUE,TRUE,TRUE,"chr2_71277453_71277953"
"chr18",4875,76570795,76571295,1.43852522415331,1.43852522415331,0.0101335125660671,"chr18_76570795_76571295",239288,9624,0.450768674306576,5.15639410020821e-25,0.465521990967284,0.886471056202911,"ZNF516",TRUE,TRUE,TRUE,TRUE,TRUE,"chr18_76570795_76571295"
"chr16",4572,31022485,31022985,1.90787531434729,1.90787531434729,0.000340098943630107,"chr16_31022485_31022985",215238,7666,0.450063955704204,6.26485907972393e-25,0.598352217945093,0.344236978801067,"ZNF629",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31022485_31022985"
"chr2",2743,27737576,27738076,1.34106132723689,1.34106132723689,0.000486341035863483,"chr2_27737576_27738076",29737,11246,-0.449594768289006,7.13022199069051e-25,0.719858927238062,0.717909120688848,"ZNF512",TRUE,TRUE,TRUE,TRUE,TRUE,"chr2_27737576_27738076"
"chr6",5595,35452010,35452510,-0.621821510530192,-0.621821510530192,0.017288924287377,"chr6_35452010_35452510",96614,17352,0.447793199162289,1.1690991004887e-24,0.991423993968523,0.740605550095933,"ZNF76",TRUE,TRUE,TRUE,TRUE,TRUE,"chr6_35452010_35452510"
"chr11",1377,7004444,7004944,1.13303945893693,1.13303945893693,0.00104241130891776,"chr11_7004444_7004944",159624,3197,0.446645708254429,1.60029427800365e-24,0.741385934770159,0.231222799382283,"ZNF215",TRUE,TRUE,TRUE,TRUE,TRUE,"chr11_7004444_7004944"
"chr1",3879,23188863,23189363,1.66673721131494,1.66673721131494,2.46057083774545e-05,"chr1_23188863_23189363",3879,321,0.446509295360442,1.66088117700049e-24,0.697875209325591,0.347278768309233,"ZNF436",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_23188863_23189363"
"chr10",3661,30786092,30786592,1.5761688283832,1.5761688283832,0.00302254105378119,"chr10_30786092_30786592",148607,2329,0.443006783430039,4.2935578431163e-24,0.57546232864299,0.944826617998035,"ZNF438",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_30786092_30786592"
"chr16",4567,31005456,31005956,1.09821493686805,1.09821493686805,0.0185204828478925,"chr16_31005456_31005956",215233,7666,0.437168691752984,2.0391181097725e-23,0.660653313325069,0.344236978801067,"ZNF629",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31005456_31005956"
"chr19",8730,43781050,43781550,1.00401142298742,1.00401142298742,5.11700599694889e-07,"chr19_43781050_43781550",248440,10572,-0.433079465561195,5.95936849642788e-23,0.982409400984465,0.48078992933689,"ZNF284",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_43781050_43781550"
"chr19",7293,38049037,38049537,0.576836985648218,0.576836985648218,0.0483733729901245,"chr19_38049037_38049537",247003,10398,-0.426826037651622,2.98607351691093e-22,0.983177834322873,0.747016706443914,"ZNF573",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_38049037_38049537"
"chr10",5694,62614748,62615248,0.661286158632845,0.661286158632845,0.012309731425177,"chr10_62614748_62615248",150640,2458,0.426811452635103,2.997123550694e-22,0.970803157826059,0.637746267958257,"ZNF365",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_62614748_62615248"
"chr3",10635,125313208,125313708,1.59216283685296,1.59216283685296,0.000572001535969212,"chr3_125313208_125313708",59630,14589,-0.420406125438221,1.50682641997626e-21,0.813883270626273,0.895175253872432,"ZNF148",TRUE,TRUE,TRUE,TRUE,TRUE,"chr3_125313208_125313708"
"chr19",10949,51771297,51771797,1.57630632644466,1.57630632644466,0.0297327880948557,"chr19_51771297_51771797",250659,10851,0.415931747334487,4.56335480935959e-21,0.443820998528378,0.581824137769666,"ZNF577",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_51771297_51771797"
"chr16",7260,71790264,71790764,2.40344056033419,2.40344056033419,0.0228939365048591,"chr16_71790264_71790764",217926,7943,-0.414367310805623,6.69349459909653e-21,0.692180828313144,0.709345313304319,"ZNF821",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_71790264_71790764"
"chr6",5579,35370345,35370845,0.813861724915647,0.813861724915647,1.1817577174053e-05,"chr6_35370345_35370845",96598,17352,-0.413475858409333,8.32028760504684e-21,0.902640945897943,0.740605550095933,"ZNF76",TRUE,TRUE,TRUE,TRUE,TRUE,"chr6_35370345_35370845"
"chr2",8824,95076641,95077141,1.07389930583157,1.07389930583157,0.031096077950286,"chr2_95076641_95077141",35818,11615,-0.413180852430798,8.9379218850266e-21,0.98552300587924,0.500491365997473,"ZNF514",TRUE,TRUE,TRUE,TRUE,TRUE,"chr2_95076641_95077141"
"chr16",4574,31025787,31026287,1.77779459779294,1.77779459779294,0.000392518467333972,"chr16_31025787_31026287",215240,7666,0.404979125347816,6.39382351456038e-20,0.676841159029454,0.344236978801067,"ZNF629",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31025787_31026287"
"chr16",1326,4625147,4625647,0.677507183727768,0.677507183727768,0.00915958477218975,"chr16_4625147_4625647",211992,7429,-0.401521030254994,1.44185567221051e-19,0.968468860326367,0.583976788806215,"ZNF500",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_4625147_4625647"
"chr16",9233,88240017,88240517,0.958051091939967,0.958051091939967,0.00361324958684196,"chr16_88240017_88240517",219899,8059,0.39431163328124,7.62089373751189e-19,0.806728141333739,0.354579063128831,"ZNF469",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_88240017_88240517"
"chr19",8808,44684965,44685465,0.849095165011404,0.849095165011404,0.00334527219857931,"chr19_44684965_44685465",248518,10584,-0.390224556483509,1.92268785321284e-18,0.752299862986886,0.538396742945388,"ZNF180",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_44684965_44685465"
"chr19",1245,3169497,3169997,1.32772782965525,1.32772782965525,4.85883657749079e-05,"chr19_3169497_3169997",240955,9744,-0.384704376378428,6.56681804489781e-18,0.695841760727257,0.46272637933455,"ZNF77",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_3169497_3169997"
"chr7",9434,112084498,112084998,0.684475578491816,0.684475578491816,0.0355927187479031,"chr7_112084498_112084998",117351,18681,0.38310539561771,9.32952116340381e-18,0.906457739791073,0.75417661097852,"ZNF277",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_112084498_112084998"
"chr19",8812,44691503,44692003,1.04746261521117,1.04746261521117,0.0368786375141275,"chr19_44691503_44692003",248522,10584,-0.379682158057004,1.96746867590052e-17,0.725560557621626,0.538396742945388,"ZNF180",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_44691503_44692003"
"chr19",10814,51368093,51368593,1.08375174483997,1.08375174483997,0.030937685487946,"chr19_51368093_51368593",250524,10842,0.377798266859937,2.95429906484608e-17,0.927484540716093,0.516261874678272,"ZNF175",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_51368093_51368593"
"chr20",4841,46008621,46009121,0.813518343226761,0.813518343226761,0.0438283258487255,"chr20_46008621_46009121",256656,12883,0.375462844219701,4.87215221455734e-17,0.874013179356691,0.79853994103608,"ZNF335",TRUE,TRUE,TRUE,TRUE,TRUE,"chr20_46008621_46009121"
"chr20",2980,33591899,33592399,1.71977921319588,1.71977921319588,0.0436839869023901,"chr20_33591899_33592399",254795,12723,-0.375443459432883,4.8921716373514e-17,0.913072790935386,0.53853713323038,"ZNF341",TRUE,TRUE,TRUE,TRUE,TRUE,"chr20_33591899_33592399"
"chr19",1243,3165721,3166221,1.01050094550061,1.01050094550061,0.00321564797613759,"chr19_3165721_3166221",240953,9744,-0.367144547612354,2.79997380557204e-16,0.751085593324779,0.46272637933455,"ZNF77",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_3165721_3166221"
"chr19",8714,43757154,43757654,0.809860950666473,0.809860950666473,0.0149605628250985,"chr19_43757154_43757654",248424,10552,0.366174410759574,3.42277448094009e-16,0.83728061590657,0.508961579858674,"ZNF575",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_43757154_43757654"
"chr19",2494,7680520,7681020,-0.946746607692042,-0.946746607692042,0.00935388920627017,"chr19_7680520_7681020",242204,9857,0.36273184314001,6.93109288455124e-16,0.983641794074364,0.412841031400627,"ZNF358",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_7680520_7681020"
"chr17",4343,32275032,32275532,-0.648017164805366,-0.648017164805366,0.0474732049240509,"chr17_32275032_32275532",224965,8521,0.359970069941753,1.2129180770185e-15,0.843935538592027,0.886798633534559,"ZNF207",TRUE,TRUE,TRUE,TRUE,TRUE,"chr17_32275032_32275532"
"chr19",2894,9791714,9792214,-0.612415749563233,-0.612415749563233,0.00109595048323689,"chr19_9791714_9792214",242604,9921,-0.359761619843466,1.26494534441575e-15,0.990369210470992,0.757545977818335,"ZNF846",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_9791714_9792214"
"chr5",2232,43338813,43339313,0.90649614554355,0.90649614554355,0.000465073870131424,"chr5_43338813_43339313",79294,16089,-0.358776047094494,1.54277110258239e-15,0.819885749911195,0.880106696616594,"ZNF131",TRUE,TRUE,TRUE,TRUE,TRUE,"chr5_43338813_43339313"
"chr19",8791,44592521,44593021,1.1290364508511,1.1290364508511,0.021206209172403,"chr19_44592521_44593021",248501,10581,0.352756476946772,5.10881991161659e-15,0.414769143776777,0.346951190977584,"ZNF112",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_44592521_44593021"
"chr16",4377,30472385,30472885,1.03198273202532,1.03198273202532,0.000164548493273444,"chr16_30472385_30472885",215043,7655,0.345710433718674,2.00519528967241e-14,0.959668123790261,0.494922551359446,"ZNF764",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_30472385_30472885"
"chr12",5845,53268228,53268728,0.586028623669509,0.586028623669509,0.0163035750166902,"chr12_53268228_53268728",177891,4795,-0.345491458996799,2.09090959313906e-14,0.927114822789123,0.575366184660022,"ZNF740",TRUE,TRUE,TRUE,TRUE,TRUE,"chr12_53268228_53268728"
"chr6",7138,43367478,43367978,0.96703562871475,0.96703562871475,0.000167139747050332,"chr6_43367478_43367978",98157,17462,0.345184997711005,2.2170371518687e-14,0.898418187222259,0.796761664092845,"ZNF318",TRUE,TRUE,TRUE,TRUE,TRUE,"chr6_43367478_43367978"
"chr8",11450,143546250,143546750,1.05101997723267,1.05101997723267,0.00413043163527084,"chr8_143546250_143546750",133175,19670,-0.343968451241949,2.79627218138728e-14,0.782301385354821,0.655856614722261,"ZNF623",TRUE,TRUE,TRUE,TRUE,TRUE,"chr8_143546250_143546750"
"chr19",8698,43699971,43700471,0.95946010124342,0.95946010124342,0.0111288930466896,"chr19_43699971_43700471",248408,10558,-0.34256998981165,3.64543822297127e-14,0.63839411931015,0.713510225092424,"ZNF428",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_43699971_43700471"
"chr20",2416,25461626,25462126,1.3380675116301,1.3380675116301,4.6651063500542e-07,"chr20_25461626_25462126",254231,12666,-0.341963683057713,4.08813163824937e-14,0.770564653516307,0.720389349057045,"ZNF337",TRUE,TRUE,TRUE,TRUE,TRUE,"chr20_25461626_25462126"
"chr16",9892,89922261,89922761,-1.03985385574842,-1.03985385574842,0.00409519303018007,"chr16_89922261_89922761",220558,8093,-0.329729493537119,3.90736635519379e-13,0.824420231544914,0.749075763957134,"ZNF276",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_89922261_89922761"
"chr7",9431,112080388,112080888,0.54903816054171,0.54903816054171,0.0290856209273727,"chr7_112080388_112080888",117348,18681,0.329158501024279,4.33008853616202e-13,0.908868155687494,0.75417661097852,"ZNF277",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_112080388_112080888"
"chr15",7787,90382224,90382724,0.949967201346773,0.949967201346773,0.00305696177743476,"chr15_90382224_90382724",209562,7176,0.321214410596906,1.76979091866805e-12,0.602930195805514,0.319902662735739,"ZNF774",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_90382224_90382724"
"chr1",7875,42936500,42937000,1.06694405685103,1.06694405685103,0.0125397764153161,"chr1_42936500_42937000",7875,603,-0.320800282339526,1.90251762402106e-12,0.970005727003182,0.480087977911928,"ZNF691",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_42936500_42937000"
"chr19",10997,52095613,52096113,0.639241045560883,0.639241045560883,0.0200609022538116,"chr19_52095613_52096113",250707,10866,0.318242719522147,2.96419282315401e-12,0.947014346505441,0.477467359258739,"ZNF610",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_52095613_52096113"
"chr1",6361,33470555,33471055,1.04754154306111,1.04754154306111,6.9630142616294e-06,"chr1_33470555_33471055",6361,484,-0.310852902847709,1.04084062109876e-11,0.858151555352573,0.679816556694277,"ZNF362",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_33470555_33471055"
"chr20",510,2525549,2526049,1.25807736687724,1.25807736687724,0.000533612214002768,"chr20_2525549_2526049",252325,12494,-0.30843944460382,1.55650983381369e-11,0.696004871577391,0.522626234264589,"ZNF343",TRUE,TRUE,TRUE,TRUE,TRUE,"chr20_2525549_2526049"
"chr1",4865,26621297,26621797,0.817419944839159,0.817419944839159,0.0465421788881417,"chr1_26621297_26621797",4865,377,0.30782957632079,1.72189564837762e-11,0.941196726184004,0.785858018625111,"ZNF683",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_26621297_26621797"
"chr16",4548,30949994,30950494,0.698276616484171,0.698276616484171,0.0431264691471487,"chr16_30949994_30950494",215214,7666,0.306016979212322,2.32222774357607e-11,0.873092509224825,0.344236978801067,"ZNF629",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_30949994_30950494"
"chr19",6134,23264278,23264778,3.74734090976399,3.74734090976399,0.00197655588271325,"chr19_23264278_23264778",245844,10246,-0.301032202496905,5.22773342820682e-11,0.519870526231849,0.851560672001498,"ZNF91",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_23264278_23264778"
"chr15",748,35023743,35024243,2.07135088143916,2.07135088143916,0.000628460481836343,"chr15_35023743_35024243",202523,6677,-0.294201007837721,1.54996464015895e-10,0.491797336581052,0.721793251906968,"ZNF770",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_35023743_35024243"
"chr1",3870,23169602,23170102,1.00460399668812,1.00460399668812,9.23454652911042e-05,"chr1_23169602_23170102",3870,321,0.286366607877265,5.19290893007515e-10,0.829222939909963,0.347278768309233,"ZNF436",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_23169602_23170102"
"chr5",13216,176899165,176899665,0.966547713057778,0.966547713057778,0.00395457161772931,"chr5_176899165_176899665",90278,16853,-0.286347188029538,5.20809395664508e-10,0.709586568365194,0.742664607609153,"ZNF346",TRUE,TRUE,TRUE,TRUE,TRUE,"chr5_176899165_176899665"
"chr8",7479,101096622,101097122,2.11261798383383,2.11261798383383,9.59873224321252e-07,"chr8_101096622_101097122",129204,19491,0.280845338214128,1.18987140795412e-09,0.679128335616885,0.770461884037625,"ZNF706",TRUE,TRUE,TRUE,TRUE,TRUE,"chr8_101096622_101097122"
"chr16",9764,89559013,89559513,0.700000954955016,0.700000954955016,0.0100593106178444,"chr16_89559013_89559513",220430,8093,-0.279603946456754,1.4297942508081e-09,0.846940402920047,0.749075763957134,"ZNF276",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_89559013_89559513"
"chr10",4234,38005056,38005556,1.92909192191448,1.92909192191448,0.000321967142346558,"chr10_38005056_38005556",149180,2352,-0.277633177694198,1.91026595856222e-09,0.425936799982602,0.782816229116945,"ZNF37A",TRUE,TRUE,TRUE,TRUE,TRUE,"chr10_38005056_38005556"
"chr7",8083,100132556,100133056,1.03691815255457,1.03691815255457,0.0496072639700962,"chr7_100132556_100133056",116000,18560,-0.275713254773334,2.52787886347874e-09,0.862613543275121,0.55351209696289,"ZNF3",TRUE,TRUE,TRUE,TRUE,TRUE,"chr7_100132556_100133056"
"chr19",2828,8702297,8702797,0.835111934591885,0.835111934591885,0.0440789933428596,"chr19_8702297_8702797",242538,9894,-0.275532142247984,2.59535051019808e-09,0.857056900313898,0.530581683747485,"ZNF414",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_8702297_8702797"
"chr16",4696,31354300,31354800,0.538305200722976,0.538305200722976,0.021383922111579,"chr16_31354300_31354800",215362,7694,-0.273490114161927,3.48564790647173e-09,0.950367180647079,0.360335064813515,"ZNF843",TRUE,TRUE,TRUE,TRUE,TRUE,"chr16_31354300_31354800"
"chr15",7707,90148948,90149448,1.59739672282417,1.59739672282417,0.0170691655800691,"chr15_90148948_90149448",209482,7169,0.269387466291392,6.25426755398755e-09,0.461190491724843,0.842294913192007,"ZNF710",TRUE,TRUE,TRUE,TRUE,TRUE,"chr15_90148948_90149448"
"chr19",2484,7652026,7652526,0.612299750166934,0.612299750166934,0.0260262666067103,"chr19_7652026_7652526",242194,9857,-0.269187825544973,6.43318388309655e-09,0.934654168750861,0.412841031400627,"ZNF358",TRUE,TRUE,TRUE,TRUE,TRUE,"chr19_7652026_7652526"
"chr1",4747,26289984,26290484,1.70068082011525,1.70068082011525,2.9267024667882e-09,"chr1_26289984_26290484",4747,369,0.266951468541516,8.80835463951387e-09,0.900933718999877,0.860311666432683,"ZNF593",TRUE,TRUE,TRUE,TRUE,TRUE,"chr1_26289984_26290484"
